Command,Count,% Over total
/Users/maria/Desktop/9dd7ae42d92b155ecb1227121e9d838f91761e6d0069c6026046a6e3c764,1,0.00%
/Users/maria/Desktop/e4fspW82Nu,1,0.00%
/Users/maria/Desktop/151ca36a75d0dd9fcd7fc4ac84994f629bdc0bb0159a2b207c808d421585,1,0.00%
/Users/maria/Desktop/c9ff5c80ca591cb0f085f9b05614055e53cdfb18873e4712bc415a49797d,1,0.00%
/Users/user1/Desktop/efe2c79ae86c35f89fab2f4bd0d7e99902a9c4fc35ebd7b5be318198d289,1,0.00%
/var/root/.NX7DNv/iDtTgpm.app/Contents/MacOS/iDtTgpm,1,0.00%
/Users/user1/Desktop/c0f97aaa1e08aecaa6c83b0584f4fa24cf714c207ba32c5c497c8d0e755a,1,0.00%
/Users/maria/Desktop/8RZJtaOHCh,1,0.00%
/Users/maria/Desktop/BeatSHip-HopEdition,1,0.00%
/Users/maria/Desktop/b7e45ea8ac8ff68519d2a3028cb02054c5287ebc5792d6c094313f302489,1,0.00%
/Users/maria/Desktop/zK9N6QB5FT,1,0.00%
/Users/maria/Desktop/0c7f1ba221e91f3f7ad955df48ec5883f8fdf4d57228e366d9d4d0e8c194,1,0.00%
/var/root/73a470tO,1,0.00%
/Users/maria/Desktop/HSO3rxe5sz,1,0.00%
/usr/bin/pwpolicy,1,0.00%
/Users/maria/Desktop/DO5YaS3NF6,1,0.00%
/usr/bin/dscl,1,0.00%
/bin/ps,1,0.00%
/Users/maria/Desktop/2nisZVe8kB,1,0.00%
/Users/maria/Desktop/142da7edba7b4bd39716d7f956f1417426f00b64915a2117c6aec9802fd9,1,0.00%
/Users/maria/Desktop/rID1pMHleo,1,0.00%
/Users/maria/Desktop/BV4xlNbhIG,1,0.00%
/Users/maria/Desktop/smv5aqHmL8,1,0.00%
/Users/user1/Desktop/1DjuejtaPI,1,0.00%
/Users/user1/Desktop/QCc106EO2Q,1,0.00%
/Users/maria/Desktop/vipoy9b9,1,0.00%
/Users/maria/Desktop/203c5e4d99debffc8b87486a525013e2cbbfbc6917b799cd5297e4c8c979,1,0.00%
/Users/maria/Desktop/8zVEvuV3bw,1,0.00%
/Users/maria/Desktop/2594f345b33ac8bdbca8adc4ad01253e7885805448da016d04ee354f22d9,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.i9KQryJe/Installer.app/Contents/MacOS/Installer,1,0.00%
sh -c bash,1,0.00%
/Users/maria/Desktop/iDy3wCcEk9,1,0.00%
/Users/maria/Desktop/627402653.txt,1,0.00%
/Users/maria/Desktop/uUb068ed16,1,0.00%
/Users/maria/Desktop/4245e8a1d5890b36b7e2d0103e7158bf8fe9b9d06247f6c9767017f8c5df,1,0.00%
/Users/user1/Desktop/_3459848396071326675_,1,0.00%
/Users/maria/Desktop/0ccdbe1f829765aad02bdc9524e884332dc126bfe597f26029bbf306e767,1,0.00%
/Users/maria/Desktop/f1ba7096eb25e0ea629aa8a3d559648d538dc06c9b283dddac6d3419992f,1,0.00%
/Users/maria/Desktop/e1f602c877e9f0abc59c75a070221192576bf0e2223b0acbe38e2f37ec18,1,0.00%
/Users/user1/Desktop/806eef057390dec1c0d7f6e83307cad6f6c2c8c9f76cce6634e634e5a937,1,0.00%
/Users/maria/Desktop/djon,1,0.00%
/Users/maria/Desktop/9hQUq66h6d,1,0.00%
/Users/maria/Desktop/Nk6NJu9dgu,1,0.00%
/Users/user1/Desktop/c620db35ae8c9bb335a9aee1df4d6e369cf7bf373a0d0cef95a7908a62ec,1,0.00%
/Users/maria/Desktop/4119fee7f39527111df7cb7d90b8203501aca2320990a83a5d212b20f586,1,0.00%
/Users/maria/Desktop/G13jYSSSn2,1,0.00%
/Users/maria/Desktop/p8GYHxoo58,1,0.00%
/Users/maria/Desktop/d5efffed47f87079f0a3f8f9ff2605320ee201ebe8eb8e83fbc1f34e86d7,1,0.00%
/Users/maria/Desktop/jygIBgJYpL,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.3oZJT4RB/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/tc,1,0.00%
/Users/user1/Desktop/08bBV3XoQk,1,0.00%
/Users/maria/Desktop/b210e084790e7c21d0ad8e7bc03036962fc6e43fa5ad645f57242f252c17,1,0.00%
/Users/maria/Desktop/72cadc870d6f1e37f60e3c8b566739c6ad3cdedc3b14d137d971096691e8,1,0.00%
/Users/maria/Desktop/TaM39j6Nz1,1,0.00%
/Users/maria/Desktop/7919cde68831b419d6d23dd69151b68f9e98a85f242b88b0c991751bafbd,1,0.00%
/Users/maria/Desktop/839a5f67b66d145df26b203ccd789ea8a6bceec193e7c23f91827fbec972,1,0.00%
/Users/maria/Desktop/u2tuWRg6Z4,1,0.00%
/Users/maria/Desktop/20Nb5VleeH,1,0.00%
/Users/maria/Desktop/nukespeed,1,0.00%
/Users/user1/Desktop/3882fc25868c6a3d63f2dd6684d3d83d516949c5c0aebe4745346c069ef2,1,0.00%
/Users/maria/Desktop/aa25d49e31c6eda187a2439f77766cc7d4cd10699b93492fe06525245900,1,0.00%
/Users/maria/Desktop/qaCmSryoay,1,0.00%
/Users/maria/Desktop/8a384d73c1fe8c0f739237c39eb007e24e639dcafa334a038a9d2b.dylib,1,0.00%
/Users/maria/Desktop/abc22f16817072fff08e2cdf5a2ea6c687f8a1d1d127efff7b7874b7e343,1,0.00%
/Users/maria/Desktop/75e41715c9dc927691134390ec808ec1ee2682093cb2eca4bc4791862da0,1,0.00%
/Users/bruno/Desktop/GUI,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.iRMBPzyW/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/maHx3t193L,1,0.00%
/Users/maria/Desktop/613703975.txt,1,0.00%
/Users/maria/Desktop/JNFhHj3YAb,1,0.00%
/Users/maria/Desktop/5JFyJMDZaD,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.xeRU0DGn/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/ca6f8a7af095167a4368644a4d3e58728ee2bfe23cd0355e3bcad344aa66,1,0.00%
/Users/maria/Desktop/e389fd1e289a6dd6aa50e0028dee2b02a636a47228cb20e5f3aa0f8f8b94,1,0.00%
/Users/maria/Desktop/39e75aaa1ca5b47ce1b8f23b2063757a5e6133b84ef8d4c0f57b03e8c6c7,1,0.00%
/Users/maria/Desktop/f92dceb137ff355483edb27deb88009cc5206ea40ceb82ff238d5ea00fde,1,0.00%
/Users/maria/Desktop/DTLE8nXlVR,1,0.00%
/Users/maria/Desktop/96cde6492dac1a7fcff41847f5443593751f1c32edbf11b83a4291190bb4,1,0.00%
/Users/user1/Desktop/unigrid-tx,1,0.00%
/Users/bruno/Desktop/TigerTradeSetup68,1,0.00%
/Users/maria/Desktop/TigerTradeSetup68,1,0.00%
/Users/maria/Desktop/7a4f101a5037d614eb2b84ba5333cd4657f7e59b7d0dfff6bd10523ae778,1,0.00%
/Users/user1/Desktop/krcli,1,0.00%
/Users/maria/Desktop/VMwareSetup,1,0.00%
/Users/maria/Desktop/iPr3L5DD7t,1,0.00%
/private/tmp/3bd0776acfcec3e404c3f157b1c7879a63b3cea4,1,0.00%
/Users/maria/Desktop/c372c6c499342b9392938aac5c8ddd9cacaa9e9092365a4f158dd02298c5,1,0.00%
/Users/user1/Desktop/fdc1599a5062c0fec68021a6654c7ac3cb9e12eb13c39cdbc61b9a8032d8,1,0.00%
/Users/maria/Desktop/CsPa2VjuOT,1,0.00%
/Users/maria/Desktop/25311b5efc63e9d7beb0ac0146c730fdb8a4a88e34d4c35942bfd4886185,1,0.00%
/Users/maria/Desktop/VWCureJb6m,1,0.00%
/Users/maria/Desktop/CRTtO2z0C3,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.3ku6XX0O/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/95352723efb7ce4b8caa25753c047a84031aa8d7a9eb2a12afd8e82719d2,1,0.00%
/Users/maria/Desktop/sds,1,0.00%
/Users/maria/Desktop/2e755348f08548dd68d089c0c3b1740c9ab17d189a3f8f6d2ae3911205d2,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.1b968kKS/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/bruno/Desktop/sds,1,0.00%
/Users/maria/Desktop/2e2a09d8485625145c95ec1ad79e73740c2d0988428e1c5674d4aa022774,1,0.00%
/Users/maria/Desktop/EhVSJid936,1,0.00%
/Users/maria/Desktop/69e1a1ac0150bb385cdbed56fb68c439205cf02e98071a33ff293e4b7883,1,0.00%
/Users/maria/Desktop/2e0c42c63659d6c09fc593fd5d272aec75b3629d9993b760142c731a191d,1,0.00%
/Users/maria/Desktop/1674347c910682d49cc064b9243004491579f326c3a4be9e33f61851e802,1,0.00%
/Users/maria/Desktop/e_1704682028,1,0.00%
/Users/maria/Desktop/jyUyzkqbxA,1,0.00%
/Users/maria/Desktop/mmRO5vogmY,1,0.00%
/Users/maria/Desktop/6x1FIvFpvh,1,0.00%
/Users/maria/Desktop/Jocoin-Qt,1,0.00%
/Users/maria/Desktop/e8iDz2Kwzz,1,0.00%
/Users/maria/Desktop/BbrG6ygt59,1,0.00%
/Users/maria/Desktop/hKt8ewv224,1,0.00%
/Users/user1/Desktop/2aoFNbI4DR,1,0.00%
/Users/maria/Desktop/030abb794628d7e2df3b6e8d281d8b6895119456083ab15e056cf841bc8e,1,0.00%
/Users/maria/Desktop/YbpW7S9hHE,1,0.00%
/Users/user1/Desktop/c6a3fa879af312c08e7f3866c8042df4aadbc7e6bb618a7c73a1c3f80936,1,0.00%
/Users/user1/Desktop/SalesForceUpdate,1,0.00%
/Users/maria/Desktop/cry4IzLZEy,1,0.00%
/Users/maria/Desktop/t7MaqMKHTh,1,0.00%
/Users/bruno/Library/GqENkJ0dZZWocNc3yGIeuVUJf09m1l,1,0.00%
/Users/maria/Desktop/UniAPT-Launcher,1,0.00%
/Users/maria/Desktop/d37519501f2f0166eb9bff01ef5293af887adbc64b223abf62202e98740e,1,0.00%
/Users/maria/Desktop/6wdqwuY3JT,1,0.00%
/Users/maria/Desktop/Kxx3kKXd0P,1,0.00%
/Users/maria/Desktop/54234a348c280b286e0e2352b8b579a9a06b9d9a6f4e25593a8dd8da6dec,1,0.00%
/Users/maria/Desktop/hack-browser-data-osx-64bit,1,0.00%
/Users/maria/Desktop/xK5xrRxcQq,1,0.00%
/Users/maria/Desktop/ylAGIwIYLB,1,0.00%
/Users/maria/Desktop/PfoTMYDkAt,1,0.00%
/Users/user1/Desktop/580724133.txt,1,0.00%
/Users/user1/.sl/salesforceupdate,1,0.00%
/Users/maria/Desktop/STkI2Y1ycR,1,0.00%
/Users/maria/Desktop/58c42acd4eaaa85e90cf9f1879136728a211f5ebdd6cc6375daf697b65f5,1,0.00%
/Users/maria/Desktop/74147d5999de3027a8f7bf5c188b641c83b48283cc98f870767e5274380f,1,0.00%
/Users/maria/Desktop/UA9Z5ErQLu,1,0.00%
/Users/maria/Desktop/DET7FXMPe0,1,0.00%
/Users/maria/Desktop/qoRflCiXY6.virus,1,0.00%
/Users/maria/Desktop/HAx7mcMjyp,1,0.00%
/Users/maria/Desktop/e0834f35ed0d7c7a24dd6cc11ea2ba495aa52b4e40bec2187611a13ab869,1,0.00%
/Users/maria/Desktop/59488c6ba9a8d5e7b98d2ae3eb3420928971af26696d8b04db547db67735,1,0.00%
/Users/user1/Desktop/FUZPnzMoLv,1,0.00%
/Users/maria/Desktop/e3143fbfc335e58d0098e47ac11946eb94803eabdc106f048d0eb91db1a6,1,0.00%
/Users/maria/Desktop/j9HoLfvEE1,1,0.00%
/Users/maria/Desktop/diabased,1,0.00%
/Users/bruno/Desktop/4e81d941ec22552b89a249a4fde3a7ecbc4403fdad93e6fdb2afac1b044b,1,0.00%
/Users/maria/Desktop/ddaa511734b000bb8847f9bdc9c7b08e7fbedbe091173b16b967c4edeac9,1,0.00%
/Users/maria/Desktop/LE5V8omUEc,1,0.00%
/Users/maria/Desktop/yvWoW4rpzS,1,0.00%
/Users/user1/Desktop/3529d10ff64a7464aee6289429ab70b0ac67d0ff22e336ce6c3db3ebf99a,1,0.00%
/Users/maria/Desktop/QbyFmI,1,0.00%
/Users/test/Desktop/GUI,1,0.00%
/Users/maria/Desktop/AcVKxMhyWf,1,0.00%
/Users/maria/Desktop/LoomInstaller,1,0.00%
/Users/maria/Desktop/0zG96nONCM,1,0.00%
/Users/maria/Desktop/kpeZb4tVyx,1,0.00%
/Users/maria/Desktop/o7u3AuCJ8A,1,0.00%
/Users/maria/Desktop/626871995.txt,1,0.00%
/Users/user1/Desktop/937a1395036ce774ef92d7ccfd6189ddcaa6df497094c22efeb52456d5be,1,0.00%
/Users/maria/Desktop/631127309.txt,1,0.00%
/Users/maria/Desktop/e5c247ad1aebe5500d38872f97c969b29d9ca73cffd4dbb898dc33484afb,1,0.00%
/Users/bruno/Desktop/LoomInstaller,1,0.00%
/Users/maria/Desktop/617776473.txt,1,0.00%
/Users/maria/Desktop/8I9fGLpxi2,1,0.00%
/Users/maria/Desktop/e60953c603c71e84bccda5d5dd34efc1e6586b2c0d939e0bc0002c668421,1,0.00%
/Users/maria/Desktop/628303057.txt,1,0.00%
/Users/user1/Desktop/sNNkhCWZJv,1,0.00%
/Users/user1/Desktop/sIwwQIPO1o,1,0.00%
/Users/maria/Desktop/f1ivUtcHxl,1,0.00%
/Users/maria/Desktop/Ej9ETuURfE,1,0.00%
/Users/maria/Desktop/3qGrgJuweX,1,0.00%
/Users/user1/Desktop/f8be31285f0f87836ccdb4b5e7935d677cb0d5f72cc256ffe772dbe12c0e,1,0.00%
/Users/user1/Desktop/ae668c47719048a9ca17dc37b80cd70c6d4da9223c4a246ccc6cd9ff92f2,1,0.00%
/Users/maria/Desktop/b24bdafbe470f44a66e3badec25de137713203043fe317ea23e2d9a07d03,1,0.00%
/Users/maria/Desktop/d7e5bd738f2be8a06a25ba74232756beb943cef8bc710528dbc15f339fa4,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.XYX3Xrsn/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/gCt36U8yGS,1,0.00%
/Users/maria/Desktop/MIJl5KS28x,1,0.00%
/Users/maria/Desktop/merlin-macos,1,0.00%
/Users/maria/Desktop/Anaxyn,1,0.00%
/Users/user1/Desktop/7068fc18c3c3c0b71b723e4a0ba418c40748a1787d12a6036e09d8fc14be,1,0.00%
/Users/user1/Desktop/bd2312909bb9675b4077ee52fb5fd16e84c9f68cda4eabadfd970e95856d,1,0.00%
/Users/user1/Desktop/merlin_new,1,0.00%
/Users/maria/Desktop/cfdb478d29462ead6eab2cdad9c7a0b3c4b3d773008b1fc3a7d6f9f6b7b9,1,0.00%
/Users/maria/Desktop/625283263.txt,1,0.00%
/Users/maria/Desktop/LqP42gBn1Y,1,0.00%
/Users/maria/Desktop/secretlanding,1,0.00%
/Users/user1/Desktop/49104c9378f0c019cd350e33bbe1952e9f069ff624c406fa0a18c49539c1,1,0.00%
/Users/maria/Desktop/6f1644243d55a0ac01cd02b2148235153172081588b85ce369053b7dd5d1,1,0.00%
/Users/maria/Desktop/HDUMxDulRS,1,0.00%
/Users/maria/Desktop/ysyTFYPWx0,1,0.00%
/Users/user1/Desktop/de4838a158d7b37cfc41c0a8d043622e44f04acb1c1825acb8eba1cda025,1,0.00%
/Users/maria/Desktop/BCBAlL8KNi,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.sfE8ADZg/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/PLydxtiY39,1,0.00%
/Users/bruno/Desktop/msgbox,1,0.00%
/Users/maria/Desktop/Groestlcoin-Qt,1,0.00%
/Users/maria/Desktop/FS633n1Dov,1,0.00%
/Users/maria/Desktop/m2iqU7kfcM,1,0.00%
/Users/bruno/Desktop/upd,1,0.00%
/Users/maria/Desktop/14769314e6cc274a4f92e3d284eaffe8966efa22ca0025dfdff693f1f291,1,0.00%
/Users/maria/Desktop/9pvAyFn8ZK,1,0.00%
/Users/maria/Desktop/IPRCP7WJJc,1,0.00%
/Users/maria/Desktop/AX2R7i3k0c,1,0.00%
/Users/maria/Desktop/.BC.T_fmSKOg,1,0.00%
/Users/maria/Desktop/625680647.txt,1,0.00%
/Users/user1/Desktop/603141921.txt,1,0.00%
/Users/maria/Desktop/632178155.txt,1,0.00%
/Users/maria/Desktop/uGqcwgMbhl,1,0.00%
/Users/maria/Desktop/70Y00V0AJP,1,0.00%
/Users/maria/Desktop/tmp.kgGVrFZs,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.T9tMWNXe/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/630108465.txt,1,0.00%
/Users/maria/Desktop/nGMO2x5C64,1,0.00%
/Users/maria/Desktop/c995f9c4c28f274678a4270ee6ca725189af05c9c6a38c91ab0a13567135,1,0.00%
/Users/maria/Desktop/FMLnE5qya2,1,0.00%
/Users/maria/Desktop/247f2e11f2fe722be1cde6f16024f18718a952b0ce46813a435c57c1f98a,1,0.00%
/Users/maria/Desktop/de01105b8199bdee69b65a62e5c84aa737e31875c36039892dd6f3da2e3f,1,0.00%
/Users/maria/Desktop/ff67b9e9411f15dbd032cc5e1e3454a98bf3b84e8a2677efaa9f_0.macho,1,0.00%
/Users/maria/Desktop/q5EA3tzhpP,1,0.00%
/Users/maria/Desktop/rng2Or7zcH,1,0.00%
/Users/maria/Desktop/617776507.txt,1,0.00%
/Users/maria/Desktop/MEQAJc5nCf,1,0.00%
/Users/maria/Desktop/gzRjoZgguu,1,0.00%
/Users/maria/Desktop/9ff9b4125ebea6e6f9aa819c89e89d24512332ee6c71da18bc58c692fcf7,1,0.00%
/Users/maria/Desktop/4e7d66e5efcc4f43383429c270690a82158c197c9bdd6a69aeb35257c99f,1,0.00%
/Users/maria/Desktop/1e67b131f4f1bb395141e002255772003f38d5365b311d433a4e88f3dd2a,1,0.00%
/Users/maria/Desktop/c7rdvusl,1,0.00%
/Users/maria/Desktop/rIyyPoZ7T1,1,0.00%
/Users/maria/Desktop/TideFinger_Mac,1,0.00%
/Users/maria/Desktop/8f91f4d0d26f98bc87a5c867998caaf7a75e9a477a0a10faeec6374332b5,1,0.00%
/Users/maria/Desktop/h0U7qo6mhN,1,0.00%
/Users/maria/Desktop/s3kV80H0YE,1,0.00%
/Users/maria/Desktop/613703987.txt,1,0.00%
/Users/maria/Desktop/2RxxRVt3xo,1,0.00%
/usr/bin/profiles,1,0.00%
/Users/maria/Desktop/2G64tMqNEs,1,0.00%
/Users/user1/Library/DiagnosticsPeer/diageventagent,1,0.00%
/Users/user1/Desktop/a30c64ded8b0f503662fb3e5852ffa8c51a63c1fdd9809623a8645a581df,1,0.00%
/Users/maria/Desktop/LFV1AxsGBI,1,0.00%
/Users/maria/Desktop/r5A3QNOiW0,1,0.00%
/Users/maria/Desktop/B4CE3z2X5g,1,0.00%
/Users/maria/Desktop/FI1tbPw6oF,1,0.00%
/Users/user1/Desktop/6UqSopt1rH,1,0.00%
/Users/maria/Desktop/mpP8AxaMcb,1,0.00%
/Users/maria/Desktop/da7da9b8f7f676542360d45a6b0d30b0e4be1fb8886318d858753eb03719,1,0.00%
/Users/maria/Desktop/XgKLSi5Keu,1,0.00%
/Users/maria/Desktop/4df49e1e6bd523ec739ddec71b67e84269d065b0d0ea3942f30471.macho,1,0.00%
/Users/maria/Desktop/639b8ed5165864c78851053c129370247a6853a399d637065d0a11fd9729,1,0.00%
/Users/user1/Desktop/dN3mcNuSCo,1,0.00%
/Users/maria/Desktop/b301010e37eb6d972b30cdad621b26dbe60e26d8a0737468ab3e6d029894,1,0.00%
/Users/maria/Desktop/EkWfp0dt5n,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.aIQmIgZH/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/T9PvbB7cLc,1,0.00%
/Users/maria/Desktop/ec7248202c92351dd7e9cd0e1052d2091ee5e3a8d772169419da3e6b9280,1,0.00%
/Users/maria/Desktop/625039507.txt,1,0.00%
/Users/maria/Desktop/MD7h1V7VHN.virus,1,0.00%
/Users/maria/Desktop/ALSFKT9T21,1,0.00%
/Users/lxfjnlar/Downloads/wDQ4dZptfALbpOoY,1,0.00%
/Users/user1/Desktop/ZdD7VURXYr,1,0.00%
/Users/maria/Desktop/0ddbdvcVKE,1,0.00%
/Users/maria/Desktop/RnvADGe06Y,1,0.00%
/Users/maria/Desktop/shell2.macho,1,0.00%
/Users/maria/Desktop/sZ55FDM9yJ,1,0.00%
/Users/maria/Desktop/aXQBcuLUrs,1,0.00%
/Users/maria/Desktop/Q5JAAkvlwn,1,0.00%
/Users/maria/Desktop/UsDO7O9ppS,1,0.00%
/Users/maria/Desktop/puqR3KCpTv,1,0.00%
/Users/bruno/Desktop/d0259ffb8fdc9fb5cfd5a412ea72f872a8f77310e8d0e2a788503418519e,1,0.00%
/Users/maria/Desktop/5271e36bb126481f4b39ec584f6b49eafad3861cad1e246a8f32130dd58c,1,0.00%
/Users/maria/Desktop/OBxNTpke0n,1,0.00%
/Users/maria/Desktop/U4Q9dgAkwd,1,0.00%
/Users/bruno/Desktop/Trello_MacOS,1,0.00%
/Users/maria/Desktop/Trello_MacOS,1,0.00%
/Users/maria/Desktop/37d6d6db1c7daa4a4c85c2612a8c76400f44c87c95c7a08f515a1836e008,1,0.00%
/Users/maria/Desktop/96dISinK3O,1,0.00%
/Users/maria/Desktop/e959e40631adcfd3595f2e5a5fc9b161a5f29c454a51a032cbdf1a387c05,1,0.00%
/Users/maria/Desktop/gpv30Vtz2J,1,0.00%
/Users/maria/Desktop/ZW7aWm6TcX,1,0.00%
/Users/user1/Desktop/87efd8277acd5bc211008a6179f6b394d1ec71d77f7e627867d05a25d64f,1,0.00%
/Users/maria/Desktop/WlTd7WHqE8,1,0.00%
/Users/maria/Desktop/3e4706cf8cd54f8c859afbbb581d36fe25ae113867d52a7dcafe1ed972c7,1,0.00%
/Users/user1/Desktop/bcee1d85dffe0fd0b680bd5c2bc071f08d81ffa3eff06e8015874a64cd24,1,0.00%
/Users/user1/Desktop/8cee3812dd4ec391f476ff9f17896ae5640cddfb1d3cd2c65ecf858dd522,1,0.00%
/Users/maria/Desktop/SoO3Z7RM12,1,0.00%
/Users/maria/Desktop/qGkJFlGIyT,1,0.00%
/Users/maria/Desktop/76ec77cae9fd166d4d7ab614baa6462107b2eea16b9d6297c4c391bd91be,1,0.00%
/Users/maria/Desktop/FYOZQM5y7l,1,0.00%
/Users/maria/Desktop/WZ4Rep0cTn,1,0.00%
/Users/user1/Desktop/7fff46d124a9e1313a2d414fe1b9cb774657d9fcc77a810295b35a8b7c8e,1,0.00%
/Users/maria/Desktop/b6d40611f04b68a61c5496b5fdb446b550372534c7097d2334e165ef1d8f,1,0.00%
/Users/maria/Desktop/BHCi8Yeo3x,1,0.00%
/Users/maria/Desktop/vZkl3Eth3Q,1,0.00%
/Users/maria/Desktop/E4JiS0Uhq2,1,0.00%
/Users/maria/Desktop/aI1UFt43qy,1,0.00%
/Users/maria/Desktop/ZDzcn3L98k,1,0.00%
/Users/maria/Desktop/CHdVUlDxo9,1,0.00%
/Users/user1/Desktop/OptimizeSpeedDevice,1,0.00%
sh -c /var/root/73a470tO,1,0.00%
/Users/maria/Desktop/10bd4884daf4813c06799d1326596ab92c9df90c4d1813de4e44f33e044e,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.bKj90Upo/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/user1/Desktop/11e1ceeaf0433e05893c96a5ca5e883aa0164a6522a3c0ce5a0c3b515e2e,1,0.00%
/Users/maria/Desktop/d8cFgmjEN8,1,0.00%
/Users/maria/Desktop/00662d145bd136c49d4acfc15e6a222505ba9b5985effa94952816c28cb2,1,0.00%
/Users/maria/Desktop/ePeZTiJAnC,1,0.00%
/Users/maria/Desktop/6oiqinBNAg,1,0.00%
/Users/maria/Desktop/004758400a8ff5281aa750643c12ba5b41b024633fddb88f52dcaae67ac9,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.EaaNkViq/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/1EmG8fjzq5,1,0.00%
/Users/maria/Desktop/38a89e6abc2e882047b562286e45c04887cd7a764c4b0f26fc4a40957ee0,1,0.00%
/Users/maria/Desktop/rNTT6eOcAl,1,0.00%
/Users/maria/Desktop/688ac6734af27a745d3456409769593d0d480728d28de30695ef33d1a06f,1,0.00%
/Users/user1/Desktop/7539855e04201f5b7dd7639e94b7f3c0a641b7849d6d40f610551acf21c7,1,0.00%
/Users/maria/Desktop/S44quUTk8q,1,0.00%
/Users/maria/Desktop/4790b1c6ba6346cc40dfccf8cc90b9366c462b948ee691e70a8a2edc136a,1,0.00%
/Users/maria/Desktop/XIoMO2GtkC,1,0.00%
/Users/user1/Desktop/8f4072df9e2343e470010929ec4fd17a34c843a29d01b976ae7409686f93,1,0.00%
/Users/maria/Desktop/tZWpCYe59K,1,0.00%
/Users/maria/Desktop/ConnectWiseNet,1,0.00%
/Users/maria/Desktop/e9c5b486551197448fce078714631772c5480f1888a5ac908e7e14c2b21e,1,0.00%
/Users/user1/Desktop/XVjdCMMB6i,1,0.00%
/Users/maria/Desktop/631123725.txt,1,0.00%
/Users/maria/Desktop/654ae7601310626193f9642371a8355d70a4d7ea8672866004115_sample,1,0.00%
/Users/maria/Desktop/b30a102b031799b1f22a51406c85e5d7c59bd116a14aec638becab1b4697,1,0.00%
/Users/maria/Desktop/d8f0c92c4e9ccb6f9793fa9b62ba414f6cc02aaefcbd7bcfaeb778cce7c3,1,0.00%
/Users/maria/Desktop/a9L8n8gXL3,1,0.00%
/Users/maria/Desktop/kzQQTSz6nZ,1,0.00%
/Users/maria/Desktop/aLlzZnMJug,1,0.00%
/Users/maria/Desktop/SETUP_Zoom719AM.dylib,1,0.00%
/Users/maria/Desktop/2HmkWn9ttn,1,0.00%
/Users/maria/Desktop/b4fe2eb534542fbc70407df276cae606dc4e41ca824c21dfc6f8c8e38b2c,1,0.00%
/Users/user1/Desktop/uapQmqfgWO,1,0.00%
/Users/maria/Desktop/com.apple.fmtd,1,0.00%
/Users/maria/Desktop/4D2YpQLYb4,1,0.00%
/Users/maria/Desktop/f25f4281fd2f045d628d353073d2d61dfc8d35270235a96b708290f9206b,1,0.00%
/Users/maria/Desktop/IcV785UKfz.bin,1,0.00%
/Users/maria/Desktop/n6MCZWYDlk,1,0.00%
/Users/maria/Desktop/kwePr1Zmdo,1,0.00%
/Users/maria/Desktop/QKVCwqMANc,1,0.00%
/Users/maria/Desktop/N2d6PiBJ9v,1,0.00%
/Users/maria/Desktop/IE5GZqVDk0,1,0.00%
/Users/maria/Desktop/mN0bF3zey4,1,0.00%
/Users/maria/Desktop/f857ea202f4dfb93fd17f34533f755c5af8e6b810d2dea96ae0adb696d75,1,0.00%
/Users/maria/Desktop/z4XqAtm5R8,1,0.00%
/Users/maria/Desktop/35539fb4ae99f985f62f295a289082cdb66beaf35b7037118fae85f7b78a,1,0.00%
/Users/user1/Desktop/f241bb9d6e45c8626fd616197d88375a5eb90cbf6ef8ba1cdc4b087b641a,1,0.00%
/Users/maria/Desktop/9a26f243d83b7c1603158c9b19fffb36c3a3912b06f83729f39d8136169d,1,0.00%
